"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2009","Spain","Current prices, million euro","Gross domestic product at market prices","1,079,052.0",""
"2009","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,080,783.0",""
"2009","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.1",""
"2009","France","Current prices, million euro","Gross domestic product at market prices","1,939,017.0",""
"2009","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,959,955.0",""
"2009","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.4",""
"2009","Croatia","Current prices, million euro","Gross domestic product at market prices","45,090.7",""
"2009","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,778.3",""
"2009","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.3",""
"2009","Italy","Current prices, million euro","Gross domestic product at market prices","1,572,878.3",""
"2009","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,577,902.8",""
"2009","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.7",""
"2009","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,673.5",""
"2009","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,048.5",""
"2009","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1",""
"2009","Latvia","Current prices, million euro","Gross domestic product at market prices","18,749.3",""
"2009","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,518.4",""
"2009","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.4",""
"2009","Lithuania","Current prices, million euro","Gross domestic product at market prices","26,934.8",""
"2009","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","27,575.5",""
"2009","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.4",""
"2009","Luxembourg","Current prices, million euro","Gross domestic product at market prices","36,976.5",""
"2009","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,313.9",""
"2009","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.3",""
"2009","Hungary","Current prices, million euro","Gross domestic product at market prices","94,262.5",""
"2009","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","98,156.2",""
"2009","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.6",""
"2009","Malta","Current prices, million euro","Gross domestic product at market prices","6,138.6",""
"2009","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,373.7",""
"2009","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.6",""
"2009","Netherlands","Current prices, million euro","Gross domestic product at market prices","617,540.0",""
"2009","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","622,776.5",""
"2009","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2",""
"2009","Austria","Current prices, million euro","Gross domestic product at market prices","288,044.0",""
"2009","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","290,558.8",""
"2009","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.5",""
"2009","Poland","Current prices, million euro","Gross domestic product at market prices","317,082.9",""
"2009","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","349,208.2",""
"2009","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.1",""
"2009","Portugal","Current prices, million euro","Gross domestic product at market prices","175,448.2",""
"2009","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","176,577.2",""
"2009","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.8",""
"2009","Romania","Current prices, million euro","Gross domestic product at market prices","120,409.2",""
"2009","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","127,766.5",""
"2009","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.8",""
"2009","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,166.2",""
"2009","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,809.2",""
"2009","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.2",""
"2009","Slovakia","Current prices, million euro","Gross domestic product at market prices","64,023.1",""
"2009","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","64,333.8",""
"2009","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.1",""
"2009","Finland","Current prices, million euro","Gross domestic product at market prices","181,029.0",""
"2009","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","181,664.0",""
"2009","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.3",""
"2009","Sweden","Current prices, million euro","Gross domestic product at market prices","309,678.7",""
"2009","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","348,221.8",""
"2009","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.3",""
"2009","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,716,766.6",""
"2009","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,811,003.6",""
"2009","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2009","Iceland","Current prices, million euro","Gross domestic product at market prices","9,268.5",""
"2009","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,426.7",""
"2009","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2009","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2009","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2009","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.3",""
"2009","Norway","Current prices, million euro","Gross domestic product at market prices","278,557.9",""
"2009","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","321,817.3",""
"2009","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.1",""
"2009","Switzerland","Current prices, million euro","Gross domestic product at market prices","390,207.4",""
"2009","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","428,227.3",""
"2009","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2009","Montenegro","Current prices, million euro","Gross domestic product at market prices",":",""
"2009","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.8",""
"2009","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","6,766.5",""
"2009","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,877.3",""
"2009","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.4",""
"2009","Albania","Current prices, million euro","Gross domestic product at market prices","8,662.2",""
"2009","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,675.0",""
"2009","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.4",""
"2009","Serbia","Current prices, million euro","Gross domestic product at market prices","30,654.7",""
"2009","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","29,593.3",""
"2009","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.2",""
"2009","Turkey","Current prices, million euro","Gross domestic product at market prices","461,925.9",""
"2009","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","535,568.1",""
"2009","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.1",""
"2009","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2009","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.8",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,069.6",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,261.0",""
"2010","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","12,828,970.6",""
"2010","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,828,970.6",""
"2010","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","11,811,255.9",""
"2010","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,811,255.9",""
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,487,050.7",""
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,487,050.7",""
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,547,583.5",""
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,547,583.5",""
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,357,322.0",""
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,357,322.0",""
"2010","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Belgium","Current prices, million euro","Gross domestic product at market prices","365,100.5",""
"2010","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","365,100.5",""
"2010","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Bulgaria","Current prices, million euro","Gross domestic product at market prices","38,230.5",""
"2010","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,230.5",""
"2010","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Czech Republic","Current prices, million euro","Gross domestic product at market prices","156,718.2",""
"2010","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","156,718.2",""
"2010","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Denmark","Current prices, million euro","Gross domestic product at market prices","243,165.4",""
"2010","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","243,165.4",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,580,060.0",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,580,060.0",""
"2010","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Estonia","Current prices, million euro","Gross domestic product at market prices","14,716.5",""
"2010","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,716.5",""
"2010","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Ireland","Current prices, million euro","Gross domestic product at market prices","167,583.2",""
"2010","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","167,583.2",""
"2010","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Greece","Current prices, million euro","Gross domestic product at market prices","226,031.4",""
"2010","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","226,031.4",""
"2010","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Spain","Current prices, million euro","Gross domestic product at market prices","1,080,935.0",""
"2010","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,080,935.0",""
"2010","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","France","Current prices, million euro","Gross domestic product at market prices","1,998,481.0",""
"2010","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,998,481.0",""
"2010","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Croatia","Current prices, million euro","Gross domestic product at market prices","45,128.0",""
"2010","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,128.0",""
"2010","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Italy","Current prices, million euro","Gross domestic product at market prices","1,604,514.5",""
"2010","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,604,514.5",""
"2010","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,299.5",""
"2010","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,299.5",""
"2010","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Latvia","Current prices, million euro","Gross domestic product at market prices","17,788.6",""
"2010","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,788.6",""
"2010","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Lithuania","Current prices, million euro","Gross domestic product at market prices","28,027.7",""
"2010","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","28,027.7",""
"2010","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Luxembourg","Current prices, million euro","Gross domestic product at market prices","40,177.8",""
"2010","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","40,177.8",""
"2010","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Hungary","Current prices, million euro","Gross domestic product at market prices","98,826.0",""
"2010","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","98,826.0",""
"2010","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Malta","Current prices, million euro","Gross domestic product at market prices","6,599.5",""
"2010","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,599.5",""
"2010","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Netherlands","Current prices, million euro","Gross domestic product at market prices","631,512.0",""
"2010","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","631,512.0",""
"2010","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Austria","Current prices, million euro","Gross domestic product at market prices","295,896.6",""
"2010","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","295,896.6",""
"2010","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Poland","Current prices, million euro","Gross domestic product at market prices","361,803.9",""
"2010","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","361,803.9",""
"2010","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Portugal","Current prices, million euro","Gross domestic product at market prices","179,929.8",""
"2010","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","179,929.8",""
"2010","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Romania","Current prices, million euro","Gross domestic product at market prices","126,746.4",""
"2010","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","126,746.4",""
"2010","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,252.4",""
"2010","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,252.4",""
"2010","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Slovakia","Current prices, million euro","Gross domestic product at market prices","67,577.3",""
"2010","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","67,577.3",""
"2010","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Finland","Current prices, million euro","Gross domestic product at market prices","187,100.0",""
"2010","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187,100.0",""
"2010","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Sweden","Current prices, million euro","Gross domestic product at market prices","369,076.6",""
"2010","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","369,076.6",""
"2010","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,841,691.9",""
"2010","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,841,691.9",""
"2010","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Iceland","Current prices, million euro","Gross domestic product at market prices","10,050.7",""
"2010","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,050.7",""
"2010","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2010","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2010","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2010","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Norway","Current prices, million euro","Gross domestic product at market prices","324,043.2",""
"2010","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","324,043.2",""
"2010","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Switzerland","Current prices, million euro","Gross domestic product at market prices","441,085.7",""
"2010","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","441,085.7",""
"2010","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2010","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,125.1",""
"2010","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,108.3",""
"2010","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,108.3",""
"2010","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Albania","Current prices, million euro","Gross domestic product at market prices","8,996.6",""
"2010","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,996.6",""
"2010","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Serbia","Current prices, million euro","Gross domestic product at market prices","29,766.3",""
"2010","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","29,766.3",""
"2010","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Turkey","Current prices, million euro","Gross domestic product at market prices","581,023.8",""
"2010","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","581,023.8",""
"2010","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2010","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,402.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,402.0",""
"2011","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.7",""
"2011","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,201,688.6",""
"2011","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,046,618.1",""
"2011","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6",""
"2011","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,134,446.1",""
"2011","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,998,155.5",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,748,408.1",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,652,243.8",""
"2011","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6",""
"2011","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,799,885.7",""
"2011","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,700,888.9",""
"2011","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6",""
"2011","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,597,648.2",""
"2011","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,504,384.4",""
"2011","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8",""
"2011","Belgium","Current prices, million euro","Gross domestic product at market prices","379,106.3",""
"2011","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","371,666.1",""
"2011","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9",""
"2011","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41,292.0",""
"2011","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,962.6",""
"2011","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8",""
"2011","Czech Republic","Current prices, million euro","Gross domestic product at market prices","164,040.5",""
"2011","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","159,504.4",""
"2011","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3",""
"2011","Denmark","Current prices, million euro","Gross domestic product at market prices","247,879.9",""
"2011","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","246,416.0",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,703,120.0",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,674,490.2",""
"2011","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.6",""
"2011","Estonia","Current prices, million euro","Gross domestic product at market prices","16,667.6",""
"2011","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","15,834.6",""
"2011","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0",""
"2011","Ireland","Current prices, million euro","Gross domestic product at market prices","171,939.2",""
"2011","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","172,585.6",""
"2011","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.9","p"
"2011","Greece","Current prices, million euro","Gross domestic product at market prices","207,028.9","p"
"2011","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","205,389.1","p"
"2011","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.0",""
"2011","Spain","Current prices, million euro","Gross domestic product at market prices","1,070,449.0",""
"2011","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,070,139.0",""
"2011","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.1",""
"2011","France","Current prices, million euro","Gross domestic product at market prices","2,059,284.0",""
"2011","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,040,034.0",""
"2011","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.7",""
"2011","Croatia","Current prices, million euro","Gross domestic product at market prices","44,807.9",""
"2011","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,980.9",""
"2011","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.6",""
"2011","Italy","Current prices, million euro","Gross domestic product at market prices","1,637,462.9",""
"2011","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,613,766.5",""
"2011","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.3",""
"2011","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,731.0",""
"2011","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,361.5",""
"2011","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.4",""
"2011","Latvia","Current prices, million euro","Gross domestic product at market prices","20,202.3",""
"2011","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,923.7",""
"2011","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.0",""
"2011","Lithuania","Current prices, million euro","Gross domestic product at market prices","31,275.3",""
"2011","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","29,721.4",""
"2011","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2011","Luxembourg","Current prices, million euro","Gross domestic product at market prices","43,164.6",""
"2011","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41,198.0",""
"2011","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.7",""
"2011","Hungary","Current prices, million euro","Gross domestic product at market prices","101,317.0",""
"2011","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","100,468.5",""
"2011","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.4",""
"2011","Malta","Current prices, million euro","Gross domestic product at market prices","6,836.2",""
"2011","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,692.5",""
"2011","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.7",""
"2011","Netherlands","Current prices, million euro","Gross domestic product at market prices","642,929.0",""
"2011","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","642,018.0",""
"2011","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.9",""
"2011","Austria","Current prices, million euro","Gross domestic product at market prices","310,128.7",""
"2011","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","304,545.1",""
"2011","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.0",""
"2011","Poland","Current prices, million euro","Gross domestic product at market prices","380,241.7",""
"2011","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","379,956.4",""
"2011","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2",""
"2011","Portugal","Current prices, million euro","Gross domestic product at market prices","176,166.6",""
"2011","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","176,642.8",""
"2011","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1",""
"2011","Romania","Current prices, million euro","Gross domestic product at market prices","133,305.9",""
"2011","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","128,085.2",""
"2011","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.6",""
"2011","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,896.3",""
"2011","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,487.8",""
